Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Minorshome,TotalMnt,TotalPurchases,TotalCampPar,Age
Graduation,Married,44392.0,2013-09-05,71,87.0,5.0,71.0,7.0,12.0,29.0,5,4,1,4,7,0,0,0,0,0,0,0,2,211.0,9,0,39
PhD,Married,55424.0,2012-11-25,6,462.0,61.0,184.0,10.0,53.0,107.0,4,7,5,9,6,1,0,0,0,0,0,1,1,877.0,21,1,36
Graduation,Married,17688.0,2013-01-13,82,2.0,2.0,1.0,3.0,1.0,2.0,1,1,0,2,8,0,0,0,0,0,1,0,1,11.0,3,0,34
PhD,Married,92491.0,2013-05-01,71,979.0,44.0,935.0,29.0,25.0,22.0,1,7,5,12,3,0,1,1,1,0,0,1,0,2034.0,24,3,30
Graduation,Single,90273.0,2013-12-14,32,704.0,129.0,853.0,120.0,74.0,111.0,1,5,6,7,2,0,1,1,1,0,0,1,0,1991.0,18,3,22
PhD,Single,82571.0,2014-04-02,28,861.0,31.0,558.0,62.0,95.0,79.0,0,6,5,13,2,0,0,1,0,0,0,0,0,1686.0,24,1,52
PhD,Single,38513.0,2014-01-28,20,172.0,3.0,115.0,16.0,0.0,18.0,5,6,1,5,8,0,0,0,0,0,0,1,1,324.0,12,0,32
Master,Single,16653.0,2014-04-18,10,5.0,7.0,31.0,15.0,4.0,7.0,3,2,1,3,6,0,0,0,0,0,0,1,1,69.0,6,0,35
Graduation,Married,42586.0,2012-10-29,7,194.0,2.0,56.0,0.0,0.0,0.0,5,4,1,6,8,0,0,0,0,0,0,1,2,252.0,11,0,57
High School,Single,23529.0,2013-01-07,67,9.0,7.0,13.0,3.0,2.0,20.0,1,1,1,2,6,0,0,0,0,0,0,0,1,54.0,4,0,48
Master,Married,74881.0,2013-03-08,48,505.0,72.0,270.0,36.0,27.0,54.0,4,9,2,12,5,0,0,0,0,0,0,0,2,964.0,23,0,52
Graduation,Married,71107.0,2013-02-17,61,533.0,10.0,217.0,198.0,174.0,195.0,2,7,6,13,4,0,0,0,0,0,0,0,1,1327.0,26,0,62
PhD,Married,46910.0,2014-03-23,36,48.0,0.0,14.0,0.0,0.0,6.0,2,2,0,3,6,0,0,0,0,0,0,0,2,68.0,5,0,50
Graduation,Married,18690.0,2012-12-28,77,6.0,1.0,7.0,23.0,4.0,19.0,1,1,1,2,8,0,0,0,0,0,0,0,0,60.0,4,0,53
Graduation,Single,37244.0,2013-04-27,90,18.0,2.0,10.0,0.0,0.0,25.0,1,1,1,2,7,1,0,0,0,0,0,0,2,55.0,4,1,58
Graduation,Married,82427.0,2014-03-12,35,482.0,147.0,509.0,104.0,107.0,107.0,1,3,5,12,1,0,0,1,0,0,0,0,0,1456.0,20,1,48
2n Cycle,Single,75342.0,2013-05-06,38,204.0,97.0,97.0,21.0,118.0,26.0,1,5,2,10,4,0,0,0,0,0,0,0,1,563.0,17,0,55
Graduation,Single,70044.0,2013-02-18,46,1073.0,0.0,250.0,153.0,14.0,14.0,4,7,10,5,5,0,0,0,0,0,0,0,1,1504.0,22,0,59
Graduation,Single,79146.0,2014-04-24,33,245.0,16.0,223.0,21.0,43.0,16.0,2,8,1,8,6,0,0,0,0,0,0,0,2,564.0,17,0,47
Graduation,Married,77437.0,2013-11-26,70,560.0,21.0,442.0,29.0,44.0,29.0,1,4,5,13,1,0,0,1,0,0,0,0,0,1125.0,22,1,50
Graduation,Married,54984.0,2014-05-24,51,173.0,13.0,131.0,32.0,3.0,6.0,4,6,1,6,7,0,0,0,1,0,0,0,1,358.0,13,1,55
PhD,Married,42403.0,2013-12-11,18,22.0,1.0,11.0,0.0,5.0,3.0,1,1,0,3,8,0,0,0,0,0,0,0,1,42.0,4,0,42
Graduation,Married,55761.0,2014-04-24,97,136.0,1.0,12.0,0.0,3.0,32.0,2,4,1,3,6,0,1,0,0,0,0,0,1,184.0,8,1,50
Graduation,Married,37292.0,2013-04-18,32,275.0,0.0,86.0,10.0,23.0,66.0,5,6,3,5,8,0,0,0,0,0,0,0,1,460.0,14,0,30
PhD,Single,45576.0,2014-05-28,9,56.0,19.0,29.0,2.0,14.0,25.0,1,3,1,3,8,0,0,0,0,0,0,1,0,145.0,7,0,69
Graduation,Married,70321.0,2013-01-16,6,303.0,23.0,751.0,82.0,26.0,191.0,1,6,5,13,4,0,0,0,0,0,0,1,0,1376.0,24,0,66
PhD,Single,58086.0,2013-01-20,80,708.0,7.0,62.0,0.0,0.0,15.0,2,11,3,7,8,0,0,0,0,0,0,0,1,792.0,21,0,44
Graduation,Married,81795.0,2012-10-26,74,324.0,132.0,693.0,27.0,118.0,88.0,1,4,11,7,2,0,0,0,0,0,0,0,0,1382.0,22,0,60
High School,Married,28389.0,2012-11-20,49,1.0,5.0,3.0,7.0,4.0,8.0,1,1,0,2,7,0,0,0,0,0,0,0,0,28.0,3,0,65
Master,Married,66835.0,2013-09-28,21,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,0,0,0,0,0,0,0,0,1033.0,23,0,67
Graduation,Single,69901.0,2013-05-29,95,312.0,21.0,206.0,102.0,92.0,149.0,3,7,3,10,5,0,0,0,0,0,0,0,1,882.0,20,0,44
PhD,Married,80360.0,2013-03-03,56,1493.0,86.0,454.0,112.0,43.0,43.0,2,4,4,5,2,0,1,1,1,0,0,0,0,2231.0,13,3,64
PhD,Married,63342.0,2012-10-16,48,918.0,21.0,118.0,13.0,10.0,21.0,3,8,3,5,6,0,1,0,0,0,0,1,1,1101.0,16,1,51
Graduation,Married,44989.0,2012-09-12,26,98.0,0.0,106.0,49.0,10.0,106.0,5,5,1,5,6,0,0,0,0,0,0,0,1,369.0,11,0,38
2n Cycle,Single,31859.0,2014-02-27,3,3.0,4.0,7.0,15.0,8.0,11.0,1,1,0,3,7,0,0,0,0,0,0,0,1,48.0,4,0,34
PhD,Single,51569.0,2013-02-12,39,380.0,0.0,47.0,6.0,0.0,34.0,4,7,1,7,8,0,1,0,0,0,0,1,1,467.0,15,1,64
Graduation,Single,30372.0,2012-12-25,33,15.0,0.0,12.0,7.0,3.0,7.0,3,2,0,3,7,0,0,0,0,0,0,0,2,44.0,5,0,41
High School,Single,16014.0,2013-03-17,42,3.0,9.0,4.0,7.0,8.0,7.0,4,1,1,4,3,0,0,0,0,0,0,0,2,38.0,6,0,34
Graduation,Married,41120.0,2013-11-06,80,24.0,2.0,23.0,0.0,8.0,24.0,3,2,1,3,6,0,0,0,0,0,0,0,2,81.0,6,0,45
Master,Single,39763.0,2013-08-04,9,80.0,1.0,60.0,4.0,6.0,16.0,2,5,1,2,9,0,0,0,0,0,0,1,1,167.0,8,0,42
PhD,Married,38725.0,2014-05-10,52,31.0,0.0,6.0,2.0,1.0,5.0,2,1,0,4,4,0,0,0,0,0,0,0,2,45.0,5,0,59
Graduation,Married,77981.0,2013-05-26,78,138.0,120.0,204.0,16.0,126.0,60.0,3,7,4,7,5,0,0,0,0,0,0,0,1,664.0,18,0,41
2n Cycle,Married,62905.0,2013-09-10,68,166.0,75.0,96.0,119.0,107.0,59.0,3,7,2,8,4,0,0,0,0,0,0,0,1,622.0,17,0,49
2n Cycle,Single,13533.0,2013-03-10,45,12.0,3.0,8.0,8.0,0.0,17.0,2,2,0,3,7,0,0,0,0,0,0,0,1,48.0,5,0,34
Graduation,Married,59481.0,2013-10-23,47,178.0,3.0,85.0,71.0,66.0,58.0,2,3,3,8,2,0,0,0,0,0,0,0,1,461.0,14,0,38
Graduation,Married,72117.0,2013-08-20,34,707.0,20.0,171.0,65.0,60.0,50.0,1,9,7,9,5,0,0,0,0,0,0,0,1,1073.0,25,0,36
2n Cycle,Married,21955.0,2013-09-07,81,5.0,1.0,7.0,17.0,14.0,11.0,2,2,1,3,6,0,0,0,0,0,0,0,1,55.0,6,0,27
Graduation,Married,67131.0,2013-03-26,72,465.0,71.0,250.0,93.0,35.0,62.0,3,9,2,12,6,0,0,0,0,0,0,0,1,976.0,23,0,57
PhD,Single,36802.0,2014-06-16,23,16.0,1.0,2.0,0.0,0.0,1.0,1,1,0,3,5,0,0,0,0,0,0,0,1,20.0,4,0,34
Graduation,Married,71853.0,2013-05-08,29,358.0,108.0,413.0,141.0,97.0,32.0,1,2,8,6,1,0,0,0,0,0,0,0,0,1149.0,16,0,31
High School,Married,28249.0,2014-06-15,80,1.0,9.0,7.0,2.0,14.0,10.0,1,2,0,3,6,0,0,0,0,0,0,0,0,43.0,5,0,53
Master,Married,47808.0,2013-10-20,30,123.0,1.0,26.0,2.0,0.0,72.0,2,3,2,3,7,1,0,0,0,0,0,0,1,224.0,8,1,38
PhD,Single,25509.0,2012-09-18,15,40.0,3.0,30.0,10.0,7.0,11.0,3,3,0,3,9,0,0,0,0,0,0,1,1,101.0,6,0,38
PhD,Married,51012.0,2013-04-18,86,102.0,9.0,63.0,2.0,9.0,24.0,1,4,1,4,6,0,0,0,0,0,0,0,0,209.0,9,0,67
Graduation,Single,70596.0,2012-10-05,68,347.0,44.0,534.0,17.0,0.0,26.0,1,3,5,12,2,0,0,0,0,0,0,0,0,968.0,20,0,27
PhD,Married,85431.0,2013-06-08,54,376.0,53.0,462.0,168.0,53.0,53.0,1,2,7,7,0,0,0,0,0,0,0,0,0,1165.0,16,0,61
Graduation,Married,42664.0,2014-03-18,44,21.0,0.0,3.0,0.0,0.0,0.0,1,1,0,3,6,0,0,0,0,0,0,0,1,24.0,4,0,47
Graduation,Married,42586.0,2012-10-29,7,194.0,2.0,56.0,0.0,0.0,0.0,5,4,1,6,8,0,0,0,0,0,0,1,2,252.0,11,0,57
Graduation,Single,29760.0,2012-08-29,87,64.0,4.0,68.0,7.0,5.0,17.0,4,3,1,4,8,0,0,0,0,0,0,0,1,165.0,8,0,27
PhD,Married,28973.0,2012-10-13,59,206.0,0.0,46.0,3.0,2.0,12.0,2,5,1,5,8,0,0,0,0,0,0,0,0,269.0,11,0,35
PhD,Married,39435.0,2013-08-06,16,71.0,0.0,18.0,0.0,0.0,13.0,1,3,1,2,7,0,0,0,0,0,0,0,1,102.0,6,0,40
2n Cycle,Married,65370.0,2013-08-01,1,71.0,22.0,112.0,138.0,89.0,29.0,1,2,3,13,1,0,0,0,0,0,0,0,0,461.0,18,0,29
High School,Single,20194.0,2012-12-17,64,0.0,4.0,7.0,11.0,10.0,15.0,2,2,0,3,6,0,0,0,0,0,0,0,1,47.0,5,0,33
PhD,Single,42473.0,2014-02-17,72,93.0,1.0,21.0,0.0,4.0,25.0,3,2,1,4,5,0,0,0,0,0,0,0,2,144.0,7,0,38
Graduation,Married,64590.0,2012-10-14,98,920.0,138.0,168.0,36.0,46.0,30.0,1,9,4,10,6,0,0,0,0,0,0,0,0,1338.0,23,0,44
Graduation,Married,71232.0,2013-11-28,91,653.0,17.0,170.0,34.0,26.0,17.0,2,11,2,10,7,0,0,0,0,0,0,0,1,917.0,23,0,54
Graduation,Married,34600.0,2013-01-01,8,199.0,33.0,60.0,8.0,3.0,15.0,5,5,2,5,8,0,0,0,0,0,0,1,2,318.0,12,0,42
Graduation,Single,46904.0,2012-11-03,20,153.0,4.0,56.0,0.0,9.0,31.0,4,5,1,4,8,0,0,0,0,0,0,0,2,253.0,10,0,45
Graduation,Married,49094.0,2012-09-21,6,376.0,0.0,38.0,11.0,8.0,69.0,5,6,3,6,6,0,0,0,0,0,0,0,1,502.0,15,0,39
Graduation,Married,36075.0,2013-12-09,54,46.0,0.0,30.0,12.0,1.0,30.0,1,2,0,4,6,0,0,0,0,0,0,0,1,119.0,6,0,30
2n Cycle,Married,60839.0,2012-08-28,72,600.0,21.0,128.0,223.0,150.0,128.0,13,2,2,12,8,0,0,0,0,0,0,0,2,1250.0,16,0,33
Graduation,Married,77298.0,2013-11-02,46,425.0,115.0,292.0,23.0,35.0,79.0,1,6,6,11,3,0,0,0,0,0,0,0,1,969.0,23,0,34
Graduation,Married,34026.0,2013-08-05,11,18.0,6.0,15.0,12.0,8.0,17.0,3,2,1,3,5,0,0,0,0,0,0,0,2,76.0,6,0,63
PhD,Single,48918.0,2014-04-12,21,52.0,0.0,9.0,0.0,0.0,1.0,2,1,0,4,4,0,0,0,0,0,0,0,2,62.0,5,0,51
2n Cycle,Married,82122.0,2013-08-15,89,734.0,22.0,350.0,151.0,25.0,100.0,1,3,9,13,1,0,0,1,0,0,0,0,0,1382.0,25,1,51
Graduation,Single,37697.0,2014-02-07,82,34.0,6.0,21.0,11.0,4.0,8.0,1,2,1,3,6,0,0,0,0,0,0,0,1,84.0,6,0,38
Graduation,Married,34074.0,2013-07-13,69,135.0,1.0,41.0,10.0,1.0,67.0,5,3,3,3,6,1,0,0,0,0,0,0,2,255.0,9,1,61
Master,Married,28520.0,2013-06-14,55,11.0,0.0,10.0,0.0,2.0,20.0,1,1,1,2,6,0,0,0,0,0,0,0,2,43.0,4,0,53
Graduation,Single,62535.0,2013-10-03,13,163.0,48.0,90.0,0.0,45.0,52.0,1,3,2,8,3,0,0,0,0,0,0,0,1,398.0,13,0,58
Master,Single,36273.0,2014-04-16,80,29.0,3.0,30.0,3.0,2.0,9.0,2,3,0,3,6,0,0,0,0,0,0,0,1,76.0,6,0,37
Graduation,Married,63404.0,2014-06-06,97,734.0,26.0,70.0,11.0,44.0,17.0,2,6,3,4,4,0,0,0,1,0,0,0,2,902.0,13,1,50
2n Cycle,Married,75774.0,2014-05-02,27,340.0,21.0,134.0,258.0,14.0,56.0,1,7,5,8,4,0,0,0,0,0,0,0,1,823.0,20,0,33
Graduation,Married,78416.0,2014-06-27,99,453.0,38.0,279.0,188.0,38.0,183.0,2,7,7,10,3,0,0,0,0,0,0,0,1,1179.0,24,0,38
Graduation,Married,75702.0,2012-10-14,87,1073.0,0.0,629.0,145.0,37.0,37.0,1,10,5,13,6,0,0,1,0,0,0,0,1,1921.0,28,1,38
Master,Married,59385.0,2013-04-28,85,135.0,0.0,10.0,0.0,4.0,36.0,2,3,1,4,5,0,0,0,0,0,0,0,2,185.0,8,0,62
Graduation,Single,37070.0,2013-03-20,30,231.0,7.0,137.0,4.0,15.0,39.0,9,5,1,8,7,0,0,0,0,0,0,1,2,433.0,14,0,47
Graduation,Married,44689.0,2014-01-10,82,18.0,0.0,5.0,0.0,0.0,11.0,2,1,1,2,7,1,0,0,0,0,0,0,2,34.0,4,1,63
Graduation,Married,53977.0,2013-06-08,21,620.0,16.0,165.0,0.0,24.0,82.0,5,5,5,12,5,0,0,0,0,0,0,0,1,907.0,22,0,55
PhD,Single,7144.0,2013-12-07,92,81.0,4.0,33.0,5.0,2.0,291.0,0,23,1,1,0,0,0,0,0,0,0,0,2,416.0,25,0,47
Graduation,Single,18701.0,2013-06-04,95,12.0,4.0,2.0,10.0,6.0,10.0,4,2,0,4,5,0,0,0,0,0,0,0,2,44.0,6,0,49
Graduation,Married,90369.0,2014-04-28,2,292.0,51.0,981.0,224.0,23.0,17.0,1,4,6,6,1,0,0,0,0,0,0,1,0,1588.0,16,0,58
PhD,Single,63159.0,2012-11-05,74,965.0,34.0,586.0,89.0,86.0,37.0,1,3,5,8,3,1,0,0,0,0,0,0,0,1797.0,16,1,38
Graduation,Married,37758.0,2012-10-04,49,27.0,2.0,10.0,0.0,0.0,1.0,2,1,0,3,8,0,0,0,0,0,0,0,2,40.0,4,0,46
PhD,Single,46757.0,2012-11-16,71,777.0,30.0,163.0,0.0,51.0,122.0,6,4,4,7,9,0,0,0,0,0,0,0,1,1143.0,15,0,49
Master,Married,79734.0,2014-06-28,72,572.0,8.0,232.0,23.0,62.0,17.0,1,4,3,6,1,0,0,0,1,0,0,0,0,914.0,13,1,45
Graduation,Married,63207.0,2013-01-20,68,438.0,169.0,565.0,91.0,169.0,70.0,1,2,3,6,7,0,0,0,1,0,0,0,0,1502.0,11,1,21
Graduation,Single,72071.0,2013-02-14,4,531.0,69.0,300.0,150.0,138.0,150.0,3,5,4,8,2,0,0,0,0,0,0,0,1,1338.0,17,0,59
PhD,Married,21840.0,2013-07-21,80,17.0,0.0,9.0,0.0,0.0,1.0,1,1,0,3,9,0,0,0,0,0,0,0,1,27.0,4,0,30
2n Cycle,Married,58582.0,2013-09-28,15,402.0,35.0,106.0,101.0,77.0,42.0,2,9,2,9,5,0,1,0,0,0,0,0,1,763.0,20,1,31
Graduation,Single,72282.0,2013-07-19,70,503.0,27.0,419.0,90.0,139.0,153.0,1,5,7,9,7,0,0,0,0,0,0,1,0,1331.0,21,0,62
Graduation,Married,50387.0,2013-08-31,91,369.0,9.0,87.0,12.0,14.0,34.0,3,6,2,8,5,0,0,0,0,0,0,0,2,525.0,16,0,57
PhD,Married,32583.0,2014-06-15,10,5.0,0.0,3.0,0.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,2,9.0,3,0,53
Graduation,Married,62568.0,2014-04-07,99,362.0,17.0,398.0,80.0,35.0,61.0,3,5,3,5,4,0,0,0,1,0,0,0,1,953.0,13,1,52
Master,Single,44635.0,2013-10-11,25,56.0,0.0,9.0,0.0,0.0,3.0,2,2,0,3,7,0,0,0,0,0,0,0,2,68.0,5,0,42
Master,Single,33316.0,2013-10-04,34,79.0,1.0,31.0,4.0,4.0,12.0,3,2,1,4,6,0,0,0,0,0,0,0,2,131.0,7,0,42
Graduation,Married,63967.0,2013-08-09,57,387.0,84.0,141.0,73.0,35.0,162.0,3,4,4,12,2,0,0,0,0,0,0,0,1,882.0,20,0,45
2n Cycle,Married,52513.0,2012-09-04,84,367.0,17.0,241.0,104.0,188.0,232.0,2,9,5,9,7,0,0,0,0,0,0,0,0,1149.0,23,0,34
Graduation,Married,25293.0,2013-09-15,51,15.0,0.0,11.0,0.0,2.0,9.0,1,1,1,2,8,0,0,0,0,0,0,0,1,37.0,4,0,44
PhD,Single,54111.0,2013-08-25,97,267.0,6.0,54.0,8.0,3.0,50.0,2,5,2,6,5,0,0,0,0,0,0,0,1,388.0,13,0,48
Graduation,Married,78394.0,2013-02-15,13,298.0,27.0,697.0,216.0,24.0,166.0,1,4,6,5,2,0,0,0,0,0,0,1,0,1428.0,15,0,27
Master,Married,80739.0,2013-05-23,92,674.0,92.0,736.0,39.0,0.0,92.0,1,3,11,9,1,0,0,0,0,0,0,0,0,1633.0,23,0,55
Master,Married,22669.0,2013-05-22,30,16.0,14.0,36.0,37.0,22.0,48.0,3,4,1,2,9,0,0,0,0,0,0,1,1,173.0,7,0,38
Graduation,Single,29236.0,2013-10-08,30,37.0,4.0,24.0,16.0,9.0,9.0,2,4,0,3,9,0,0,0,0,0,0,0,1,99.0,7,0,26
Graduation,Married,44911.0,2013-03-15,11,159.0,0.0,22.0,2.0,1.0,31.0,3,4,1,4,7,0,0,0,0,0,0,0,1,215.0,9,0,54
PhD,Married,54693.0,2013-02-17,72,686.0,17.0,142.0,23.0,26.0,35.0,8,6,4,13,6,0,0,0,0,0,0,0,1,929.0,23,0,51
Graduation,Married,48186.0,2014-03-20,39,97.0,3.0,66.0,12.0,7.0,34.0,3,4,1,4,7,0,0,0,0,0,0,0,1,219.0,9,0,40
Graduation,Married,54809.0,2013-09-11,0,63.0,6.0,57.0,13.0,13.0,22.0,4,2,1,5,4,0,0,0,0,0,0,1,2,174.0,8,0,36
Graduation,Married,41580.0,2012-12-10,15,56.0,5.0,24.0,4.0,0.0,3.0,3,2,1,3,5,0,0,0,0,0,0,0,2,92.0,6,0,34
PhD,Married,80336.0,2013-09-09,12,209.0,19.0,456.0,160.0,142.0,66.0,1,2,9,13,1,0,0,0,0,0,0,0,0,1052.0,24,0,43
Graduation,Married,47743.0,2013-03-22,56,198.0,2.0,43.0,0.0,12.0,20.0,3,4,1,6,6,0,1,0,0,0,0,0,1,275.0,11,1,56
2n Cycle,Married,62972.0,2012-08-03,39,313.0,15.0,47.0,20.0,0.0,192.0,2,7,4,3,6,0,0,0,0,0,0,0,1,587.0,14,0,57
PhD,Single,57333.0,2012-09-22,55,941.0,14.0,397.0,76.0,58.0,176.0,11,8,5,9,6,0,0,0,0,0,0,1,1,1662.0,22,0,58
PhD,Married,32313.0,2013-02-11,60,86.0,4.0,56.0,2.0,4.0,7.0,3,4,0,4,9,0,0,0,0,0,0,0,1,159.0,8,0,31
Master,Single,84953.0,2013-06-03,73,167.0,48.0,602.0,63.0,72.0,72.0,1,3,10,4,2,0,1,1,1,0,0,1,0,1024.0,17,3,60
Master,Single,27071.0,2014-04-23,90,8.0,3.0,19.0,0.0,2.0,3.0,2,2,0,3,6,0,0,0,0,0,0,0,1,35.0,5,0,46
Master,Married,68148.0,2013-08-31,86,389.0,66.0,408.0,37.0,57.0,85.0,1,4,4,6,2,0,0,0,0,0,0,0,0,1042.0,14,0,56
Master,Married,65735.0,2013-12-07,37,239.0,7.0,119.0,4.0,15.0,11.0,5,6,2,6,7,0,0,0,0,0,0,0,2,395.0,14,0,48
PhD,Married,86836.0,2012-09-12,7,179.0,21.0,273.0,0.0,21.0,63.0,1,6,10,6,5,1,0,1,1,0,0,1,0,557.0,22,3,37
PhD,Married,4023.0,2014-06-23,29,5.0,0.0,1.0,1.0,1.0,1.0,15,0,0,0,19,0,0,0,0,0,0,0,2,9.0,0,0,51
Graduation,Married,30093.0,2013-07-08,19,2.0,6.0,28.0,13.0,4.0,16.0,1,2,0,3,7,0,0,0,0,0,0,0,0,69.0,5,0,23
PhD,Married,57705.0,2014-01-11,14,383.0,0.0,53.0,6.0,4.0,40.0,3,8,1,6,6,0,0,0,0,0,0,0,1,486.0,15,0,48
Graduation,Single,25008.0,2014-02-02,72,2.0,8.0,8.0,6.0,1.0,9.0,2,1,0,3,8,0,0,0,0,0,0,0,1,34.0,4,0,26
2n Cycle,Single,83257.0,2012-09-18,56,536.0,27.0,590.0,38.0,107.0,67.0,1,5,10,12,6,1,0,1,0,0,1,1,0,1365.0,27,2,17
Graduation,Married,22280.0,2013-05-19,85,2.0,1.0,4.0,3.0,1.0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,1,13.0,3,0,38
PhD,Married,72159.0,2012-10-29,62,322.0,53.0,899.0,34.0,40.0,53.0,1,4,6,10,2,0,0,0,0,0,0,0,0,1401.0,20,0,34
Graduation,Married,64260.0,2013-01-11,1,539.0,169.0,816.0,20.0,0.0,30.0,1,4,5,4,3,0,0,0,0,0,0,1,0,1574.0,13,0,52
PhD,Single,82733.0,2013-09-10,28,712.0,50.0,420.0,65.0,38.0,38.0,1,8,4,7,4,0,0,0,0,0,0,1,0,1323.0,19,0,29
Master,Single,74290.0,2013-08-12,70,1121.0,0.0,72.0,0.0,12.0,12.0,4,10,8,10,6,0,1,0,1,0,0,0,1,1217.0,28,2,42
Master,Single,58217.0,2012-11-17,84,68.0,1.0,13.0,3.0,5.0,13.0,1,2,0,4,6,0,0,0,0,0,0,0,3,103.0,6,0,61
Master,Married,21024.0,2013-07-04,89,36.0,4.0,18.0,6.0,2.0,18.0,1,2,0,4,7,0,0,0,0,0,0,0,0,84.0,6,0,37
PhD,Married,70116.0,2013-01-26,73,707.0,44.0,603.0,95.0,58.0,29.0,1,2,8,12,1,0,0,0,0,0,0,0,0,1536.0,22,0,41
Graduation,Married,54006.0,2012-09-18,42,174.0,77.0,203.0,6.0,24.0,97.0,2,8,1,7,7,0,0,0,0,0,0,0,1,581.0,16,0,27
PhD,Married,69063.0,2012-11-07,16,666.0,35.0,124.0,69.0,8.0,26.0,1,5,3,5,3,0,0,0,0,0,0,0,1,928.0,13,0,46
2n Cycle,Single,11448.0,2013-12-15,16,0.0,0.0,0.0,6.0,2.0,6.0,1,1,0,2,6,0,0,0,0,0,0,0,0,14.0,3,0,38
Graduation,Single,61825.0,2013-08-07,56,162.0,50.0,100.0,55.0,30.0,27.0,1,4,2,8,4,0,0,0,0,0,0,0,1,424.0,14,0,34
Graduation,Married,70886.0,2013-10-14,65,407.0,70.0,239.0,103.0,88.0,53.0,1,5,4,4,2,0,0,0,0,0,0,0,1,960.0,13,0,42
Graduation,Married,69109.0,2012-11-09,10,823.0,25.0,459.0,124.0,29.0,95.0,1,6,6,7,4,0,0,1,0,0,0,1,0,1555.0,19,1,30
Graduation,Single,60208.0,2012-10-07,13,488.0,23.0,71.0,15.0,0.0,59.0,11,8,3,7,7,0,1,0,0,0,0,1,2,656.0,18,1,39
Master,Married,32889.0,2013-09-06,78,28.0,0.0,13.0,4.0,2.0,8.0,3,2,1,3,5,0,0,0,0,0,0,0,2,55.0,6,0,45
Graduation,Single,34738.0,2014-05-11,51,3.0,2.0,10.0,3.0,0.0,2.0,1,1,0,3,6,0,0,0,0,0,0,0,1,20.0,4,0,30
Master,Married,30538.0,2012-10-01,27,284.0,0.0,52.0,8.0,3.0,20.0,4,9,0,4,10,0,0,0,0,0,0,0,1,367.0,13,0,41
2n Cycle,Married,82326.0,2014-03-10,30,938.0,142.0,754.0,159.0,81.0,183.0,1,5,10,6,2,0,1,1,1,0,0,1,0,2257.0,21,3,37
PhD,Single,26642.0,2014-03-01,71,13.0,2.0,15.0,2.0,2.0,8.0,2,2,0,3,6,0,0,0,0,0,0,0,1,42.0,5,0,47
Graduation,Single,69932.0,2013-06-12,97,412.0,172.0,153.0,150.0,105.0,57.0,2,7,6,11,4,0,0,0,0,0,0,0,1,1049.0,24,0,49
Graduation,Single,44503.0,2014-04-16,83,31.0,1.0,8.0,0.0,0.0,8.0,2,2,0,3,6,0,0,0,0,0,0,0,2,48.0,5,0,42
PhD,Single,60200.0,2013-01-02,3,502.0,19.0,132.0,0.0,6.0,26.0,6,6,2,11,6,0,0,0,0,0,0,0,1,685.0,19,0,65
Graduation,Single,49638.0,2014-04-19,71,18.0,10.0,3.0,3.0,5.0,0.0,1,1,0,3,2,0,0,0,0,0,0,0,1,39.0,4,0,62
2n Cycle,Single,23830.0,2014-02-07,3,1.0,8.0,6.0,4.0,8.0,16.0,1,1,0,3,7,0,0,0,0,0,0,0,0,43.0,4,0,27
Master,Single,33051.0,2012-08-16,15,100.0,71.0,243.0,108.0,94.0,219.0,3,9,1,8,9,0,0,0,0,0,0,1,0,835.0,18,0,53
Graduation,Married,72905.0,2014-01-21,52,407.0,114.0,445.0,181.0,165.0,203.0,1,3,7,9,1,0,0,0,1,0,0,0,0,1515.0,19,1,56
PhD,Married,69702.0,2013-02-19,8,664.0,9.0,240.0,50.0,19.0,57.0,2,7,7,10,4,0,0,0,0,0,0,0,1,1039.0,24,0,62
Graduation,Single,70300.0,2013-07-15,89,1045.0,61.0,338.0,60.0,46.0,46.0,3,5,5,13,8,0,0,0,0,0,0,0,1,1596.0,23,0,38
PhD,Married,70643.0,2012-10-15,66,1218.0,107.0,304.0,23.0,143.0,33.0,1,5,8,4,6,0,0,0,0,0,0,1,0,1828.0,17,0,28
PhD,Married,30396.0,2014-04-30,22,15.0,0.0,6.0,0.0,1.0,12.0,2,1,1,2,7,1,0,0,0,0,0,1,1,34.0,4,1,45
PhD,Single,50616.0,2014-04-18,56,128.0,0.0,16.0,0.0,1.0,4.0,2,4,0,4,7,0,0,0,0,0,0,0,1,149.0,8,0,46
Master,Single,62772.0,2013-05-19,74,581.0,49.0,157.0,43.0,8.0,108.0,1,5,6,11,2,0,1,0,0,0,0,0,1,946.0,22,1,44
PhD,Single,30298.0,2014-05-19,48,6.0,3.0,12.0,6.0,1.0,0.0,1,1,1,3,3,0,0,0,0,0,0,0,0,28.0,5,0,29
Graduation,Single,52413.0,2012-11-03,67,185.0,8.0,133.0,56.0,56.0,12.0,2,7,1,7,7,0,0,0,0,0,0,0,1,450.0,15,0,28
